educationagencyname,averagetest,income50perc,ginico,percentmalesBA,percentfemalesBA,percentmalespov,percentfemalespov,percentnatam,percentasian,percenthispanic,percentblacks,percentwhites,totalenrollment
PINCKNEYVILLE SD 50,-0.2325,39999,0.4645,0.1676,0.155,0.1431,0.1139,0.0013,0.0067,0.0183,0.0046,0.9455,400
SEBRING LOCAL,0.0621,39999,0.3841,0.144,0.1055,0.138,0.2119,0.0011,0.0059,0.0158,0.0041,0.945,282.8333
SOMERSET INDEPENDENT,0.1997,39999,0.4142,0.117,0.1572,0.2259,0.2268,0.0015,0.0232,0.0352,0.0565,0.8683,661.3333
STANTON ISD,-0.6068,39999,0.3207,0.134,0.0992,0.0421,0.053,0.0009,0.001,0.6213,0.0098,0.3514,369.6667
STREATOR ESD 44,-0.4525,39999,0.3346,0.121,0.0962,0.0953,0.1414,0.0023,0.005,0.1488,0.0468,0.7387,1235.167
SUTHERLIN SD 130,-0.2092,39999,0.3545,0.1044,0.1123,0.122,0.176,0.0287,0.0051,0.1007,0.011,0.8205,622.8333
TORONTO CITY,-0.2911,39999,0.4096,0.1392,0.1381,0.121,0.1814,0,0.0014,0.0022,0.0155,0.9532,365.8333
TROUP ISD,0.5824,39999,0.381,0.1206,0.1614,0.1931,0.1903,0.002,0.0084,0.1005,0.1131,0.7547,496.8333
VALLEY SPRINGS SCHOOL DISTRICT,0.7502,39999,0.3215,0.1191,0.2172,0.1008,0.2034,0.0045,0.0015,0.0095,0.0038,0.9698,440.5
WAUBUN PUBLIC SCHOOL DISTRICT,-0.5323,39999,0.4393,0.1494,0.1778,0.2132,0.1929,0.6773,0,0.0061,0.0012,0.2436,274
WEBSTER CO SCHOOL DIST,-0.5349,39999,0.4269,0.1715,0.1717,0.2183,0.2871,0.0004,0.0004,0.0071,0.2246,0.758,864.5
MOBILE COUNTY,-0.6172,39954.09,0.4346,0.1896,0.2098,0.17,0.2153,0.011,0.0225,0.019,0.5044,0.439,27560.83
MECKLENBURG CO PBLC SCHS,-0.0517,39949.01,0.3827,0.1158,0.1517,0.1798,0.1955,0.0022,0.0093,0.029,0.4516,0.4937,2130.167
CARROLLTON CITY,0.1202,39918.37,0.485,0.3049,0.2498,0.2988,0.3398,0.002,0.014,0.1332,0.3139,0.48,2073
MONETT R-I,0.3131,39909.73,0.4501,0.1842,0.1588,0.1981,0.2588,0.0127,0.0077,0.2878,0.0062,0.6727,1056.667
RICHLAND PARISH,-1.2728,39894.86,0.4227,0.1104,0.1322,0.1636,0.2399,0.0007,0.0038,0.013,0.4535,0.5238,1954.5
GOSHEN COMMUNITY SCHOOLS,-0.6775,39894.85,0.4016,0.2053,0.1951,0.1426,0.1716,0.0023,0.0135,0.4325,0.0224,0.4808,2974
MASON COUNTY SCHOOLS,-0.8606,39892.64,0.3991,0.1101,0.0965,0.1633,0.2141,0.0011,0.0032,0.0049,0.0112,0.9758,1865.833
GRIDLEY UNIFIED,-0.7565,39879.98,0.4122,0.0966,0.1331,0.1898,0.1819,0.0034,0.0211,0.5578,0.006,0.3453,887.1667
MALVERN SCHOOL DISTRICT,-0.3635,39874.02,0.3741,0.0793,0.132,0.1029,0.1672,0.0035,0.0028,0.0615,0.306,0.5959,948.3333
GENEVA COUNTY,-1.2945,39870.82,0.3619,0.0621,0.0919,0.1507,0.1736,0.0028,0.0026,0.0595,0.1479,0.7801,1321
SOUTH BEND COMMUNITY SCH CORP,-0.8093,39862.66,0.4198,0.2651,0.231,0.1614,0.2061,0.0037,0.0136,0.1757,0.3493,0.36,9059.167
KINGSVILLE ISD,-1.5239,39860.14,0.4631,0.1918,0.2174,0.2971,0.2512,0.0019,0.0107,0.8561,0.0408,0.0894,1636.333
TATE CO SCHOOL DIST,-1.2368,39856.17,0.4112,0.0965,0.1215,0.1371,0.1931,0.0005,0.0014,0.0343,0.3615,0.5942,1420.333
MERCER COUNTY SCHOOLS,-0.7847,39849.78,0.4468,0.1519,0.1744,0.2299,0.2268,0.0011,0.0042,0.0063,0.0966,0.8827,4237.667
GALLATIN R-V,0.0974,39849.03,0.4388,0.1297,0.1903,0.0777,0.1986,0.0017,0.0041,0.0133,0.004,0.9752,288.1667
HARTFORD SCHOOL DISTRICT,-1.3018,39849.03,0.3401,0.1084,0.0768,0.1891,0.1963,0.0548,0.0294,0.0369,0.0087,0.8703,165
JOPLIN R-VIII,0.0203,39845.18,0.4301,0.2163,0.1986,0.1641,0.2056,0.0171,0.0198,0.0592,0.0644,0.8294,3441
MSAD 03,-0.9331,39842.78,0.4173,0.173,0.2062,0.1683,0.2118,0.0039,0.001,0.0072,0.0161,0.9594,638.8333
MITCHELL COUNTY SCHOOLS,0.3142,39832.37,0.4148,0.1459,0.1429,0.1309,0.2038,0.0014,0.0071,0.067,0.0036,0.9143,965.3333
OAKRIDGE SD 76,-1.1154,39832.37,0.4823,0.1205,0.1715,0.1637,0.2424,0.0244,0.0012,0.0634,0.0132,0.8945,259.3333
WAKEFIELD-MARENISCO SCHOOL DISTRICT,-0.5336,39832.37,0.3844,0.0942,0.1115,0.2191,0.1669,0.0079,0,0.0066,0.0026,0.967,127.5
CLINCH COUNTY,-0.8926,39820.46,0.3409,0.1404,0.2049,0.2484,0.2651,0.0057,0.0042,0.0182,0.3467,0.5862,639.6667
GRAND VALLEY SCHOOL DISTRICT NO. 16 IN THE COUNTY OF GARFI,-0.8207,39808.56,0.3957,0.2015,0.2462,0.0635,0.1134,0.0298,0.0044,0.327,0.0079,0.6046,496.6667
MORGAN COUNTY,0.1789,39806.73,0.4295,0.0856,0.1604,0.2162,0.255,0.003,0.0012,0.0014,0.003,0.9906,940.5
POTOSI R-III,0.2801,39806.73,0.4086,0.0676,0.0868,0.1982,0.2119,0.0053,0.0011,0.0115,0.0174,0.9505,1084.833
SHELBY CO. R-IV,0.3312,39806.73,0.3245,0.1087,0.1398,0.0796,0.1777,0.0005,0.001,0.0036,0.003,0.9681,333.5
LOGANSPORT COMMUNITY SCH CORP,-0.3484,39794.96,0.3943,0.1183,0.1473,0.1513,0.1869,0.0019,0.0141,0.3027,0.0105,0.6307,1890.167
SEQUATCHIE COUNTY SCHOOL DIST,-0.7216,39790.71,0.3208,0.117,0.1486,0.2025,0.2341,0.0019,0.0037,0.035,0.0019,0.9474,1076.833
HENRY CO PBLC SCHS,0.3014,39783.52,0.3998,0.1053,0.1128,0.1437,0.1906,0.0032,0.0054,0.102,0.2171,0.6334,3290.667
NESHOBA COUNTY SCHOOL DISTRICT,-0.515,39764.67,0.4144,0.0884,0.1151,0.1387,0.2226,0.0911,0.0029,0.0074,0.1822,0.7001,1514.833
ARENAC EASTERN SCHOOL DISTRICT,-1.1712,39749.05,0.3791,0.0439,0.0693,0.1641,0.1655,0.0105,0,0.0144,0.0091,0.9591,116.8333
BERRIEN COUNTY,-0.1196,39749.05,0.4299,0.106,0.1098,0.1902,0.2696,0.0019,0.006,0.0836,0.1202,0.7655,1424.333
LABRAE LOCAL,0.5436,39749.05,0.3239,0.0752,0.0846,0.1099,0.1632,0.0013,0.0039,0.0082,0.0477,0.9104,707.6667
SALTILLO ISD,0.2652,39749.05,0.5185,0.1336,0.1483,0.114,0.3129,0.0046,0,0.2293,0.0345,0.7227,111.1667
CAMPBELL COUNTY SCHOOL DISTRCT,-1.1785,39743.95,0.4111,0.0899,0.0937,0.2132,0.2493,0.0006,0.0015,0.0067,0.003,0.9867,2643.667
LANCASTER 01,-0.4649,39742.04,0.4333,0.1644,0.1445,0.1803,0.2262,0.0028,0.0076,0.0556,0.2862,0.6322,5349.167
CENTER 58,-0.4697,39735.89,0.406,0.3342,0.3174,0.1659,0.1223,0.001,0.019,0.0811,0.6623,0.2131,1028.333
EUCLID CITY,-1.428,39733.1,0.3995,0.2012,0.1956,0.1491,0.1796,0.0006,0.0018,0.0051,0.8269,0.1207,3058.833
COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT,-0.7329,39733.09,0.3845,0.2188,0.1902,0.1338,0.1705,0.0189,0.0052,0.3273,0.0102,0.627,1771.833
SPRINGFIELD SCHOOL DISTRICT NO. RE-4,0.0004,39713.34,0.3891,0.2204,0.172,0.184,0.2004,0,0.0039,0.1118,0.0099,0.8559,114.8333
CRESTON COMM SCHOOL DISTRICT,-0.2852,39704.94,0.3811,0.1336,0.1653,0.1702,0.2185,0.0046,0.0082,0.0369,0.0223,0.9035,609.8333
MAPLEWOOD-RICHMOND HEIGHTS,0.4934,39704.94,0.3722,0.4803,0.451,0.1086,0.1352,0.0022,0.0126,0.0262,0.3439,0.5956,454.3333
LAWTON,-0.1905,39695.49,0.4021,0.2245,0.1844,0.1661,0.2096,0.0732,0.0238,0.1373,0.3066,0.4301,6741.667
JACKSON COUNTY SCHOOL DISTRICT,-0.9805,39686.56,0.3519,0.0949,0.0923,0.2102,0.2239,0.0002,0.0004,0.0152,0.0012,0.981,705.5
TILLAMOOK SD 9,-0.2324,39686.56,0.4792,0.1937,0.1601,0.1681,0.21,0.0117,0.0103,0.2715,0.0046,0.6595,852
PERU COMMUNITY SCHOOLS,0.3834,39665.73,0.3781,0.1014,0.1205,0.1681,0.1907,0.0121,0.0042,0.0183,0.022,0.9107,1030.833
HICKORY CITY SCHOOLS,0.1936,39654.24,0.4758,0.2897,0.239,0.1503,0.1999,0.002,0.0457,0.1951,0.2433,0.4715,2087.333
OUACHITA RIVER SCHOOL DISTRICT,-0.0694,39624.07,0.4525,0.1496,0.0881,0.1474,0.1676,0.0136,0.0096,0.0263,0.0075,0.9093,331.3333
YUMA ELEMENTARY DISTRICT,-1.1334,39611.75,0.418,0.1545,0.1364,0.1591,0.1971,0.0141,0.0129,0.6763,0.0295,0.2635,7130.167
RIVERVIEW SD,1.4084,39604.34,0.4149,0.388,0.3446,0.089,0.1546,0.0007,0.0067,0.0064,0.1014,0.8678,506.5
CHATHAM COUNTY,-0.9893,39595.86,0.4266,0.296,0.2843,0.1431,0.1861,0.0019,0.0194,0.0525,0.6056,0.2718,16089.5
CIRCLEVILLE CITY,-0.0193,39582.42,0.4486,0.151,0.152,0.1729,0.2253,0.0028,0.0069,0.0137,0.0108,0.9217,995
JASPER COUNTY,-0.7909,39582.42,0.465,0.1293,0.1359,0.1685,0.2136,0.0021,0.0002,0.0525,0.2466,0.6665,986.3333
UNION SD,0.3264,39582.42,0.3661,0.1049,0.1252,0.1418,0.1729,0,0.0006,0.0039,0.0242,0.9702,265.8333
GREENEVILLE CITY SCHOOL DIST,0.342,39582.41,0.4988,0.2087,0.2096,0.1996,0.2425,0.0019,0.0133,0.0525,0.0688,0.8489,1236.5
MANCHESTER CITY SCHOOL DIST,-0.324,39582.41,0.3794,0.1821,0.1966,0.1582,0.228,0.0002,0.0193,0.1021,0.0533,0.8063,804.3333
CHRISTIAN COUNTY,-0.2627,39552.66,0.4057,0.1465,0.1482,0.1709,0.2148,0.003,0.0086,0.0479,0.3402,0.5692,4162.5
HALIFAX CO PBLC SCHS,-0.0873,39549.09,0.4396,0.1123,0.149,0.182,0.2171,0.0014,0.0037,0.0257,0.4494,0.512,2548
PIKE COUNTY,0.0818,39544.54,0.4139,0.078,0.1075,0.2026,0.2261,0.0002,0.0017,0.0012,0.007,0.988,3536.667
BLEVINS SCHOOL DISTRICT,-1.1208,39499.1,0.3282,0.1593,0.1721,0.1467,0.2254,0.0034,0.004,0.1179,0.2162,0.6555,250.3333
EVANGELINE PARISH,-0.6709,39499.1,0.4465,0.1027,0.1113,0.1802,0.2596,0.002,0.0039,0.0101,0.4066,0.5705,2799.5
HICKMAN MILLS C-1,-1.5433,39499.1,0.4204,0.1838,0.2018,0.1727,0.1959,0.0018,0.0141,0.0739,0.7926,0.1096,3030.5
LAWRENCE CO SCHOOL DIST,-0.8763,39499.1,0.4241,0.0972,0.1357,0.1805,0.2158,0.0002,0.005,0.0102,0.4071,0.5739,997
MARENGO COUNTY,-1.547,39499.1,0.3765,0.143,0.1718,0.1812,0.1638,0.0006,0.0017,0.0045,0.7112,0.2814,674.1667
CLOVER PARK SCHOOL DISTRICT,-0.432,39478.27,0.4447,0.2229,0.2179,0.1525,0.1825,0.0115,0.0676,0.2489,0.1489,0.4008,5555.167
EAST ALLEGHENY SD,-0.2285,39472.79,0.4065,0.154,0.1842,0.1476,0.1632,0,0.0134,0.0098,0.2624,0.6748,797.1667
BRYAN ISD,-0.6423,39464.92,0.4375,0.2888,0.234,0.2229,0.2721,0.0015,0.0048,0.4981,0.2122,0.2759,7170.667
SOUTH HAVEN PUBLIC SCHOOLS,-0.6226,39463.39,0.4945,0.2279,0.252,0.1965,0.1939,0.0077,0.0055,0.1444,0.1163,0.6896,1015.333
CAPE GIRARDEAU 63,-0.0965,39458.57,0.4252,0.3156,0.2944,0.1652,0.2239,0.0011,0.0099,0.0362,0.3409,0.5818,1761.667
PORTALES MUNICIPAL SCHOOLS,-0.8641,39455.63,0.3588,0.1764,0.2403,0.2183,0.2668,0.0045,0.0054,0.5901,0.0236,0.3721,1345
NORFOLK CITY PBLC SCHS,-0.9042,39447.16,0.4358,0.2294,0.2444,0.1468,0.1824,0.0045,0.0233,0.0536,0.6295,0.2228,14273.5
PORT ALLEGANY SD,-0.1518,39443.55,0.3811,0.1473,0.1413,0.1638,0.172,0,0.0032,0.011,0.0072,0.9741,412.1667
OKEECHOBEE,-0.5427,39438.77,0.377,0.1078,0.121,0.2018,0.1918,0.0369,0.0091,0.3292,0.0704,0.5267,3111.833
SAN SABA ISD,-0.4132,39427.69,0.4284,0.1779,0.1485,0.1804,0.339,0.0017,0.0023,0.4998,0.0023,0.4909,289.6667
NORTH CHICAGO SD 187,-2.3529,39426.2,0.3853,0.1302,0.1553,0.187,0.2127,0.0012,0.0121,0.4862,0.4124,0.0599,1799.167
SUPERIOR K-12 SCHOOLS,-0.0242,39399.12,0.3959,0.1729,0.1502,0.1558,0.2041,0.022,0.0081,0.1023,0.0067,0.8119,123.3333
BLOOMBURG ISD,-0.2677,39374.13,0.3507,0.0956,0.1215,0.2141,0.1968,0.009,0.0121,0.0153,0.0412,0.9162,110.8333
BLOOMFIELD-MESPO LOCAL,1.0366,39374.13,0.308,0.0739,0.0925,0.1754,0.1572,0,0,0.0175,0.0167,0.942,116
GALAX CITY PBLC SCHS,-0.1862,39374.13,0.4819,0.167,0.0947,0.2751,0.3646,0.0016,0.0113,0.2379,0.0857,0.6458,621.5
LANIER COUNTY,-0.3099,39374.13,0.4454,0.1166,0.0709,0.1833,0.2231,0.0022,0.0124,0.0344,0.2663,0.6576,776.1667
NORTHUMBERLAND SCHOOL DISTRICT,0.2005,39374.13,0.253,0.0621,0.0662,0.1116,0.1115,0,0.0101,0,0.0185,0.9705,174.5
PALO VERDE UNIFIED,-2.2066,39374.13,0.388,0.0822,0.0941,0.1718,0.2044,0.0068,0.0152,0.6222,0.0739,0.2701,1613.333
WILKES COUNTY,-0.887,39374.13,0.4273,0.1581,0.1525,0.2272,0.2796,0.002,0.0091,0.0518,0.5167,0.3811,750.6667
CHEROKEE 01,-0.9194,39356.27,0.4048,0.0997,0.1285,0.1771,0.2075,0.0015,0.0072,0.048,0.2641,0.673,4114.5
FAYETTE COUNTY SCHOOLS,-1.3061,39356.27,0.3894,0.104,0.1098,0.2054,0.22,0.0007,0.0025,0.0074,0.0585,0.9199,3031.167
JEROME JOINT DISTRICT,-0.4401,39350.98,0.3971,0.1036,0.1305,0.1346,0.1798,0.0077,0.002,0.4623,0.0037,0.5221,1609.333
KANNAPOLIS CITY SCHOOLS,-0.3981,39346.96,0.4344,0.1272,0.1149,0.1744,0.1931,0.0014,0.0143,0.2296,0.2915,0.4271,2430.333
BAY CITY ISD,-0.7219,39341.24,0.4903,0.1715,0.1638,0.2265,0.3015,0.0019,0.0081,0.567,0.1615,0.2518,1627.167
DETROIT ISD,-0.9013,39332.47,0.3689,0.1291,0.1026,0.1011,0.1716,0.0165,0,0.035,0.1041,0.8185,212.5
WOODLAND,-0.737,39332.47,0.3754,0.1975,0.1109,0.1905,0.2439,0.6293,0.001,0.0027,0.0066,0.355,181.3333
MESICK CONSOLIDATED SCHOOLS,-0.6904,39332.46,0.3237,0.0833,0.1052,0.1492,0.1457,0.0075,0.009,0.0138,0.0061,0.9574,327.5
BROOKHAVEN SCHOOL DIST,-1.0415,39326.06,0.4764,0.2029,0.1923,0.1696,0.2497,0.0003,0.0058,0.004,0.5971,0.3923,1336.167
JONES COUNTY SCHOOLS,-0.2542,39317.32,0.3925,0.0867,0.1264,0.1375,0.1966,0.0066,0.0047,0.062,0.4783,0.4372,528.6667
COLUMBUS COUNTY SCHOOLS,-0.6142,39312.86,0.4377,0.0922,0.1068,0.1916,0.2149,0.0597,0.0007,0.081,0.3311,0.5139,3026.667
SO. CONWAY CO. SCHOOL DISTRICT,0.0055,39309.48,0.3971,0.1243,0.1521,0.1581,0.1888,0.0128,0.0066,0.0659,0.195,0.7066,1016.833
JACKSON-MADISON CONSOLIDATED,-1.3391,39292.07,0.4393,0.2487,0.241,0.159,0.2101,0.001,0.0102,0.0511,0.5997,0.3317,5800.833
HOOPESTON AREA CUSD 11,-0.443,39276.93,0.4574,0.1238,0.092,0.177,0.2226,0.0053,0.002,0.1499,0.0052,0.7892,575.1667
CALDWELL EXEMPTED VILLAGE,0.1468,39276.92,0.3926,0.0693,0.0915,0.1746,0.1972,0,0.0005,0.0027,0.0009,0.9929,377.1667
FOSTORIA CITY,-0.7222,39258.41,0.3937,0.0866,0.0868,0.1312,0.2218,0.0008,0.0078,0.1265,0.0605,0.5865,851
BROWNSVILLE AREA SD,-0.864,39249.15,0.3982,0.1057,0.1306,0.1446,0.2303,0.001,0,0.0023,0.1609,0.8312,841.1667
JEFFERSON CENTRAL SCHOOL DISTRICT,-0.3733,39249.15,0.524,0.2147,0.2125,0.1215,0.1239,0,0.0062,0.0053,0,0.9758,133.3333
OSWEGO,0.6609,39249.15,0.3752,0.1116,0.1665,0.1098,0.1549,0.0174,0.0021,0.0308,0.011,0.8833,217.5
MERIWETHER COUNTY,-1.6159,39235.27,0.3609,0.0839,0.1086,0.1383,0.1944,0.0011,0.0048,0.0139,0.5754,0.3872,1407.167
BEAUMONT ISD,-0.3749,39221.38,0.4559,0.1966,0.2204,0.1979,0.2333,0.0021,0.0325,0.1918,0.6028,0.1564,8647.833
BREMOND ISD,0.0831,39213.44,0.469,0.123,0.0802,0.1965,0.2405,0.0108,0.0118,0.0801,0.1596,0.7199,198.3333
CHICKASHA,-0.3904,39203.71,0.4017,0.1577,0.199,0.1792,0.2267,0.0902,0.0098,0.1004,0.1175,0.6709,1013.667
OLIVE,-0.4659,39199.16,0.3618,0.0522,0.0965,0.0926,0.1894,0.1797,0.0114,0.0231,0.0029,0.7668,174.1667
SNOOK ISD,-1.0354,39186.66,0.4184,0.073,0.098,0.142,0.2687,0,0,0.222,0.338,0.4367,238.8333
DESOTO PARISH,-1.1058,39183.95,0.4505,0.1105,0.1588,0.1645,0.2368,0.0023,0.0012,0.021,0.4692,0.5011,2271.833
GOTHENBURG PUBLIC SCHOOLS,0.5282,39180.98,0.3878,0.1844,0.2005,0.1087,0.152,0.0008,0.0035,0.0677,0.0067,0.9113,426.5
BARBOUR COUNTY SCHOOLS,-1.3333,39165.84,0.3868,0.1263,0.1399,0.1738,0.1936,0.0109,0.0006,0.0058,0.0124,0.9342,1045.333
HAZEL PARK CITY SCHOOL DISTRICT,-1.6324,39165.84,0.375,0.1146,0.1402,0.221,0.2518,0.0054,0.0127,0.0132,0.2618,0.7023,1626.833
LIVINGSTON ELEM,0.8405,39165.84,0.4687,0.2509,0.2843,0.1046,0.1357,0.0151,0.003,0.0291,0.0014,0.9373,613.1667
NORTHAMPTON CO PBLC SCHS,-0.9742,39165.84,0.3855,0.2085,0.171,0.1703,0.2019,0,0.0076,0.1596,0.4988,0.3188,749.8333
WHITE RIVER VALLEY SCH DIST,0.4765,39165.84,0.4605,0.0826,0.0709,0.1908,0.1957,0.0008,0.0043,0.0124,0,0.9753,394.6667
EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,-0.7848,39165.83,0.396,0.1098,0.1649,0.1331,0.2287,0.013,0.0061,0.0075,0.0102,0.9598,246
HARDEMAN COUNTY SCHOOL DISTRCT,-1.1579,39165.83,0.414,0.0937,0.122,0.1672,0.2301,0.001,0.0108,0.0182,0.5185,0.4459,1876.333
LATEXO ISD,-0.1753,39165.83,0.4296,0.1181,0.0969,0.2755,0.27,0.0064,0.0039,0.0828,0.0395,0.865,211
MERKEL ISD,-0.511,39165.83,0.3687,0.1355,0.1201,0.1229,0.1729,0.0065,0.0007,0.2145,0.02,0.7471,486.6667
SOMERS POINT,-0.4982,39165.83,0.3846,0.2358,0.1884,0.1155,0.1387,0.0019,0.0318,0.1578,0.1717,0.6224,632.6667
WYOMING PUBLIC SCHOOLS,-0.5692,39148.11,0.3597,0.1942,0.1812,0.1409,0.1792,0.0058,0.0364,0.2905,0.1234,0.498,2484.333
HAWKINS COUNTY SCHOOL DISTRICT,-0.7113,39138.52,0.4138,0.0968,0.1227,0.168,0.1911,0.0014,0.0012,0.0187,0.0123,0.9622,3371.333
EDGECOMBE COUNTY SCHOOLS,-1.4752,39126.16,0.4026,0.0985,0.1068,0.1666,0.1974,0.0007,0.0024,0.0817,0.5691,0.3337,3316.5
DIXIE,-0.0249,39124.18,0.2831,0.0646,0.0596,0.1583,0.1517,0.0017,0.0026,0.0309,0.081,0.8546,896.5
CENTRAL R-III,0.3879,39106.32,0.3903,0.1487,0.1557,0.1467,0.2239,0.0015,0.0038,0.011,0.0249,0.9534,891.3333
GOSNELL SCHOOL DISTRICT,-0.0802,39090.09,0.3905,0.1522,0.1385,0.1474,0.1521,0.001,0.0046,0.0478,0.2287,0.6998,669
ADAMS COUNTY/OHIO VALLEY LOCAL,0.3236,39084.55,0.4554,0.0951,0.1253,0.2094,0.2167,0.0008,0.0014,0.0036,0.0015,0.9882,1800.167
BIG HORN COUNTY SCHOOL DISTRICT #4,-0.1666,39082.52,0.2834,0.1583,0.183,0.0243,0.0802,0,0.0038,0.1376,0.0073,0.8389,135
TEXARKANA SCHOOL DISTRICT,-1.2611,39068.95,0.4359,0.1398,0.1313,0.1628,0.2325,0.0025,0.0032,0.0328,0.4866,0.4445,1971.5
DURANT,0.0983,39061.69,0.4705,0.2256,0.2491,0.2117,0.289,0.3095,0.017,0.0754,0.0261,0.5544,1448.333
SEARCY COUNTY SCHOOL DISTRICT,0.5645,39061.69,0.3586,0.0858,0.1126,0.1709,0.2288,0.0098,0.0007,0.0265,0.0012,0.9518,443.3333
SUMTER 17,-0.9073,39054.74,0.4252,0.2291,0.2199,0.1655,0.2275,0.001,0.0108,0.02,0.6688,0.2925,3861.833
CITY OF ORANGE TOWNSHIP,-0.9288,39043.31,0.4349,0.1634,0.1932,0.1821,0.1807,0.0005,0.0021,0.2137,0.7807,0.0021,1987.167
ROSWELL INDEPENDENT SCHOOLS,-0.5079,39039.89,0.3954,0.1814,0.1545,0.1938,0.2293,0.0022,0.0059,0.6722,0.0215,0.2975,4568
CORNING UNION ELEMENTARY,-1.2906,39037.65,0.4394,0.0788,0.0679,0.2281,0.2362,0.01,0.0133,0.5538,0.0062,0.4064,1244
CLINTON,-0.2389,39031.45,0.3889,0.1712,0.2159,0.1447,0.1875,0.0905,0.0138,0.3981,0.0472,0.4076,943.6667
MARIETTA CITY,-0.3385,39030.45,0.4524,0.3755,0.3521,0.171,0.1979,0.0032,0.027,0.3128,0.4508,0.1712,3807.833
BUTTE VALLEY UNIFIED,-1.6079,38999.2,0.3109,0.1504,0.1521,0.1812,0.2015,0.0323,0.0076,0.384,0.0082,0.5482,147.1667
FROST ISD,-0.7032,38999.2,0.4311,0.1202,0.1358,0.1528,0.2024,0.0079,0,0.3232,0.0254,0.6032,168.3333
GARNETT,0.8326,38999.2,0.3637,0.1745,0.1618,0.1067,0.1495,0.0194,0.0032,0.0247,0.0081,0.9403,513
GORMAN ISD,-0.3752,38999.2,0.2881,0.1508,0.2153,0.1397,0.1782,0,0,0.3901,0.0087,0.5902,152.8333
GRIGGSVILLE-PERRY CUSD 4,-0.4845,38999.2,0.4666,0.1044,0.1141,0.2255,0.2887,0,0,0.0008,0.0062,0.9514,181.1667
GULFPORT SCHOOL DIST,-0.025,38999.2,0.4132,0.2212,0.2179,0.1913,0.2138,0.002,0.0107,0.0413,0.5331,0.4067,2671.167
HANSEN DISTRICT,-0.52,38999.2,0.3442,0.1928,0.1063,0.0978,0.1532,0.0179,0.002,0.3947,0.003,0.5774,168
LOWER YUKON SCHOOL DISTRICT,-3.761,38999.2,0.4002,0.0642,0.0825,0.2819,0.3239,0.994,0.0007,0,0.0002,0.0031,972.8333
MART ISD,-0.2593,38999.2,0.3873,0.1782,0.1453,0.1008,0.1193,0.0022,0.0031,0.121,0.2699,0.5756,229
OAKS-MISSION,-0.5577,38999.2,0.3606,0.1008,0.1531,0.2377,0.308,0.7548,0.0343,0.0278,0,0.1831,101.5
WINONA R-III,0.6466,38999.2,0.3597,0.0427,0.1326,0.2242,0.3197,0,0.0007,0.0078,0,0.9914,213.1667
SAN FELIPE-DEL RIO CISD,-0.9764,38991.14,0.4147,0.1701,0.1488,0.2163,0.2639,0.0013,0.0021,0.9211,0.0089,0.0634,4762.833
SCHOOL CITY OF HAMMOND,-1.0626,38983.58,0.4037,0.1161,0.1236,0.1883,0.2323,0.0029,0.0022,0.4434,0.3031,0.2058,6492.167
VICKSBURG WARREN SCHOOL DIST,-1.6699,38978.08,0.4375,0.2498,0.2393,0.1826,0.2425,0.0007,0.0088,0.0131,0.6263,0.3487,4103.667
SEDALIA 200,-0.1288,38969.8,0.3966,0.1584,0.1804,0.1505,0.2002,0.0044,0.0055,0.1345,0.0647,0.765,2127.667
MENIFEE COUNTY,-0.7135,38967.96,0.4254,0.0961,0.1096,0.1667,0.2406,0.002,0.0017,0.0123,0.0034,0.9738,491.1667
SCOTT CO SCHOOL DIST,-0.8192,38967.46,0.3831,0.0896,0.0844,0.1972,0.2102,0.0015,0.0025,0.0522,0.3893,0.5442,1727.833
GRANT COUNTY,-0.1469,38962.62,0.4274,0.0913,0.1285,0.1484,0.1945,0.0012,0.003,0.0243,0.0052,0.9488,1760.167
CENTRALIA SCHOOL DISTRICT,-0.3464,38957.54,0.3765,0.1376,0.1447,0.1635,0.2301,0.0072,0.0079,0.2521,0.0149,0.6727,1560
COVINGTON CO SCHOOLS,-1.9502,38957.54,0.4293,0.1388,0.175,0.2445,0.2671,0.0002,0.0039,0.0125,0.5143,0.464,1404.5
NEW BRIGHTON AREA SD,-0.0203,38957.54,0.3775,0.129,0.1357,0.1848,0.1813,0.0045,0.0036,0.0158,0.1371,0.8258,734.3333
GERRISH-HIGGINS SCHOOL DISTRICT,-0.2079,38927.79,0.4508,0.1904,0.1511,0.1942,0.2156,0.0234,0.0067,0.0172,0.0047,0.9366,666.5
BRECKENRIDGE ISD,-0.1494,38905.47,0.4392,0.1259,0.12,0.1873,0.2146,0.0112,0.004,0.3372,0.0255,0.6112,668
KLAMATH FALLS CITY SCHOOLS,-0.9361,38896.28,0.4419,0.2202,0.2189,0.2021,0.2052,0.071,0.0158,0.1804,0.0116,0.6842,1401.333
PUEBLO SCHOOL DISTRICT NO. 60 IN THE COUNTY OF PUEBLO AND,0.1255,38893.03,0.4327,0.186,0.1882,0.1994,0.2208,0.0073,0.008,0.6645,0.0223,0.2896,7977.5
HIGHLANDS,-0.2484,38878.54,0.4014,0.154,0.1394,0.1639,0.1737,0.005,0.0178,0.2894,0.1692,0.4893,5570.833
CORBIN INDEPENDENT,1.1377,38862.86,0.4129,0.1948,0.1564,0.1652,0.2126,0.0037,0.012,0.0096,0.0023,0.9689,1287
